number,survey_id,push_id,crowd_id,crowd_name,record_id,q1_1.过去2年内，您购买过以下哪些产品？_手机贴膜,q1_2.过去2年内，您购买过以下哪些产品？_手机壳,q1_3.过去2年内，您购买过以下哪些产品？_手机充电线/数据线,q1_4.过去2年内，您购买过以下哪些产品？_充电宝/移动电源,q1_5.过去2年内，您购买过以下哪些产品？_无线蓝牙耳机,q1_6.过去2年内，您购买过以下哪些产品？_智能手表/手环,q1_7.过去2年内，您购买过以下哪些产品？_平板电脑,q1_8.过去2年内，您购买过以下哪些产品？_平板电脑保护套/壳,q1_9.过去2年内，您购买过以下哪些产品？_鼠标/机械键盘,q1_10.过去2年内，您购买过以下哪些产品？_贴片面膜,q1_11.过去2年内，您购买过以下哪些产品？_洗面奶/洁面乳,q1_12.过去2年内，您购买过以下哪些产品？_直升机,q1_13.过去2年内，您购买过以下哪些产品？_抽纸/卷纸,q1_14.过去2年内，您购买过以下哪些产品？_洗衣液/洗衣凝珠,q1_15.过去2年内，您购买过以下哪些产品？_T恤/裙子,q1_16.过去2年内，您购买过以下哪些产品？_运动鞋,q1_17.过去2年内，您购买过以下哪些产品？_薯片/膨化食品,q1_18.过去2年内，您购买过以下哪些产品？_奶茶/咖啡,q1_19.过去2年内，您购买过以下哪些产品？_室内绿植/花卉,q1_20.过去2年内，您购买过以下哪些产品？_桌面收纳,q2.您最近一次购买平板保护套大约是在什么时候？,q3.您最近购买的平板保护套单价大约是多少？,q4.您在购买该平板保护套时的决策角色是？,q5.您目前主要使用的平板电脑品牌是？,q6_1.您本人或您的亲友是否在以下行业工作？_市场研究/调研公司,q6_2.您本人或您的亲友是否在以下行业工作？_广告/公关/媒体传播机构,q6_3.您本人或您的亲友是否在以下行业工作？_数码配件生产、销售、运营相关行业,q6_4.您本人或您的亲友是否在以下行业工作？_新闻/报纸/电视台/自媒体,q6_5.您本人或您的亲友是否在以下行业工作？_互联网/IT/软件服务,q6_6.您本人或您的亲友是否在以下行业工作？_医疗/健康/生物制药,q6_7.您本人或您的亲友是否在以下行业工作？_教育/培训/科研,q6_8.您本人或您的亲友是否在以下行业工作？_以上均无,q7_1.过去3个月内，您参加过以下哪些类型的调研活动？_手机/数码配件类,q7_2.过去3个月内，您参加过以下哪些类型的调研活动？_汽车/交通出行类,q7_3.过去3个月内，您参加过以下哪些类型的调研活动？_食品/饮料/餐饮类,q7_4.过去3个月内，您参加过以下哪些类型的调研活动？_美妆/个人护理类,q7_5.过去3个月内，您参加过以下哪些类型的调研活动？_均未参加过,q8.您的最高学历是？,q9_1.您目前使用的平板保护套类型更接近以下哪一种？_单壳（不带盖板）保护套,q9_2.您目前使用的平板保护套类型更接近以下哪一种？_普通翻盖保护套,q9_3.您目前使用的平板保护套类型更接近以下哪一种？_ 磁吸不可拆分保护套,q9_4.您目前使用的平板保护套类型更接近以下哪一种？_旋转可拆分磁吸保护套,q9_5.您目前使用的平板保护套类型更接近以下哪一种？_带笔槽保护套,q9_6.您目前使用的平板保护套类型更接近以下哪一种？_键盘保护套,q9_7.您目前使用的平板保护套类型更接近以下哪一种？_透明/半透明保护壳,q9_8.您目前使用的平板保护套类型更接近以下哪一种？_不确定,q9_9.您目前使用的平板保护套类型更接近以下哪一种？_其他,q9_9_text.您目前使用的平板保护套类型更接近以下哪一种？_其他,q10_1.您购买平板保护套时，通常会关注哪些因素？_防摔防磕/保护性强,q10_2.您购买平板保护套时，通常会关注哪些因素？_支架稳定/角度好用,q10_3.您购买平板保护套时，通常会关注哪些因素？_触控笔收纳和拿取方便,q10_4.您购买平板保护套时，通常会关注哪些因素？_材质手感好,q10_5.您购买平板保护套时，通常会关注哪些因素？_不易沾指纹/不易显脏,q10_6.您购买平板保护套时，通常会关注哪些因素？_外观好看/有设计感,q10_7.您购买平板保护套时，通常会关注哪些因素？_颜色选择丰富,q10_8.您购买平板保护套时，通常会关注哪些因素？_轻薄便携,q10_9.您购买平板保护套时，通常会关注哪些因素？_品牌可信/品质稳定,q10_10.您购买平板保护套时，通常会关注哪些因素？_价格合适/性价比高,q10_11.您购买平板保护套时，通常会关注哪些因素？_耐用不易坏,q10_12.您购买平板保护套时，通常会关注哪些因素？_与平板搭配协调,q10_13.您购买平板保护套时，通常会关注哪些因素？_其他,q10_13_text.您购买平板保护套时，通常会关注哪些因素？_其他,q11_1.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_防摔防磕/保护性强,q11_2.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_支架稳定/角度好用,q11_3.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_触控笔收纳和拿取方便,q11_4.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_材质手感好,q11_5.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_不易沾指纹/不易显脏,q11_6.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_外观好看/有设计感,q11_7.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_颜色选择丰富,q11_8.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_轻薄便携,q11_9.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_品牌可信/品质稳定,q11_10.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_价格合适/性价比高,q11_11.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_耐用不易坏,q11_12.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_与平板搭配协调,q11_13.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_其他,q12.如果购买一款质量、保护性和外观设计都比较好的iPad平板保护套，在不考虑具体品牌和促销活动的情况下，以下哪个价格区间最符合您的日常心理预期？,q13.未来6个月内，您是否有购买或更换平板保护套的计划？,q14.下面是一款市面上常见的【普通款】旋转磁吸拆分平板保护壳，售价为99元。 该产品支持磁吸拆分、横竖屏旋转和日常支撑使用，可满足看剧、学习、办公等平板使用场景。请根据您自己的真实购买判断作答以下题目。,q15_1.如果您近期需要购买平板保护套，看到这款99元旋转磁吸拆分平板保护壳，您的购买意愿是？_ 购买意愿,q16_1.您认为这款99元旋转磁吸拆分平板保护壳对您的吸引力如何？_ 吸引力,q17_1.您觉得这款产品最吸引您的地方是？_可旋转使用,q17_2.您觉得这款产品最吸引您的地方是？_磁吸拆分方便,q17_3.您觉得这款产品最吸引您的地方是？_支撑看剧/学习/办公,q17_4.您觉得这款产品最吸引您的地方是？_价格合适,q17_5.您觉得这款产品最吸引您的地方是？_外观看起来简洁,q17_6.您觉得这款产品最吸引您的地方是？_保护性较好,q17_7.您觉得这款产品最吸引您的地方是？_品牌/品质感较好,q17_8.您觉得这款产品最吸引您的地方是？_没有特别吸引我的地方,q17_9.您觉得这款产品最吸引您的地方是？_其他,q17_9_text.您觉得这款产品最吸引您的地方是？_其他,q18.下面是一款在刚才99元【普通款】旋转磁吸拆分平板壳基础上进一步升级的新款产品。该【升级光面款】在保留磁吸拆分、横竖屏旋转和支撑使用功能的基础上，新增了以下三个升级点： ①四角气囊防护外显，提升防摔防磕的安全感； ②重新设计侧面直取笔槽，触控笔可从侧面直接拿取； ③提供更丰富、更个性化的配色选择。 请您先不考虑具体售价，只根据产品外观、功能和使用感受进行判断。,q19_1.不考虑价格，您对这款升级光面款平板保护套的购买意愿是？_ 购买意愿,q20_1.请评价以下升级点对您的吸引力。_四角气囊防护外显,q20_2.请评价以下升级点对您的吸引力。_侧面直取笔槽,q20_3.请评价以下升级点对您的吸引力。_更丰富、更个性化的配色选择,q21.相比刚才99元的【普通款】旋转磁吸拆分平板保护壳，如果新款增加“四角气囊防护外显、侧面直取笔槽、个性化配色”这三个升级点，您最多愿意多支付多少钱？,q22.如果这款升级光面款 iPad 平板保护套售价为 119.9 元，您的购买意愿是？,q23.如果同一款升级光面款 iPad 平板保护套售价为 129.9 元，您的购买意愿是？,q24.如果同一款升级光面款 iPad 平板保护套售价为 139.9 元，您的购买意愿是？,q25.如果同一款升级光面款 iPad 平板保护套售价为 109.9 元，您的购买意愿是？,q26.如果同一款升级光面款 iPad 平板保护套售价为 99.9 元，您的购买意愿是？,q27_text.您愿意或不愿意为这三个升级点多付钱的主要原因是什么,q28.下面是一款在刚才升级光面款基础上进一步升级的【光栅款】平板保护套。 它保留前面【升级光面款】的四角气囊防护外显、侧面直取笔槽和个性化配色，同时将背板进一步升级为光栅纹理背板，具有微磨砂质感，相比普通光面背板更不易沾指纹。 除背板材质和纹理表现外，其他主要功能与升级光面款基本一致。 请您先不考虑具体售价，只根据产品外观、材质和使用感受进行判断。,q29_1.不考虑价格，您对这款光栅款平板保护套的购买意愿是？_ 购买意愿,q30_1.请评价以下光栅背板特点对您的吸引力。_光栅纹理背板的视觉效果,q30_2.请评价以下光栅背板特点对您的吸引力。_微磨砂质感,q30_3.请评价以下光栅背板特点对您的吸引力。_相比普通光面背板更不易沾指纹,q30_4.请评价以下光栅背板特点对您的吸引力。_整体看起来更特别/更有设计感,q31.基于刚才的升级光面款，如果背板进一步升级为了现在这样“光栅纹理、微磨砂质感、不易沾指纹”，您最多愿意额外多支付多少钱？,q32.如果这款光栅款 iPad 平板保护套售价为 129.9 元，您的购买意愿是？,q33.如果这款光栅款 iPad 平板保护套售价为 139.9 元，您的购买意愿是？,q34.如果这款光栅款 iPad 平板保护套售价为 149.9 元，您的购买意愿是？,q35.如果这款光栅款 iPad 平板保护套售价为 119.9 元，您的购买意愿是？,q36.如果这款光栅款 iPad 平板保护套售价为 109.9 元，您的购买意愿是？,q37_text.您愿意或不愿意为光栅背板多付钱的主要原因是什么？,q38.如果品牌最终只能在以下两款新品中选择一款推出，您更希望购买哪一款？,q39_text.请简单说明您这样选择的主要原因。,q40.您购买数码配件时，是否愿意为外观设计、材质质感或颜色支付更高价格？,q41.您的性别是？,q42.您的年龄是？,q43.您目前的身份/职业是？,城市等级,购买力等级,人生阶段,常用收货省份,常用收货城市
254,286083,726476,1024659,3C数码,88904236,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,4,1,1,,,,,,,,1,,,,,1,4,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,7,11,3,9,12,10,2,6,8,4,5,,5,1,1,1,2,1,1,1,1,1,1,1,,,,1,1,1,2,1,5,1,2,2,,,物有所值，好用就好,1,1,2,2,1,1,5,2,1,2,,,愿意的，好用就好,3,物有所值，质量好，耐用,1,1,3,2,一线,低,未知,广东省,广州市
255,286083,726476,1024659,3C数码,88904297,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,7,1,1,,,,,,,,1,,,,,1,5,,,,1,1,1,,,,,1,,1,,1,1,,1,1,,,,,,2,,3,,4,5,,6,1,,,,,7,1,1,1,1,1,1,1,,1,1,1,,,,1,1,1,1,1,5,2,2,2,,,价格有点偏高，质量我是认可的,1,2,1,1,2,2,3,2,2,2,,,价格太高了，有点支付不起,2,比较喜欢光栅版本的平板保护套,2,1,4,2,三线,偏低,"已婚,育婴期,已育,已有房,已有车",广东省,江门市
256,286083,726476,1024659,3C数码,88904310,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,1,1,5,1,1,,,,,,,,1,,,,,1,4,,,,,1,1,,,,,,1,1,,,1,,1,1,,,1,,,,1,5,,,6,,2,4,,,3,,5,1,1,1,1,1,,,,1,,1,,,,1,1,1,1,1,3,1,2,3,,,可能溢价太多,1,1,1,1,1,1,4,1,2,3,,,价格有点过高,3,都是很好的保护性兼备颜值,2,2,2,1,三线,偏低,"已婚,已育,已有房,已有车",江苏省,泰州市
257,286083,726476,1024659,3C数码,88904317,1,1,1,1,1,,1,1,,1,1,,1,1,1,1,,1,1,,1,4,1,1,,,,,,,,1,,,,,1,4,,,1,,,,,,,,1,1,,1,,1,,,1,,1,1,,,1,4,,6,,5,,,3,,2,7,,4,2,1,2,2,1,1,,,,,1,,,,1,2,1,3,2,3,2,3,,,,如果防护的基础上更好，不是颜色的就差点，可以多付钱购买,1,2,2,3,1,2,4,2,2,3,,,防指纹这个可以，外观就差点,2,同等价位会选择光栅款,2,1,4,2,二线,中等,"已婚,育婴期,已育,已有车",山东省,济南市
258,286083,726476,1024659,3C数码,88904320,1,,1,,,1,1,1,1,,,,,,1,,,,,,1,5,1,1,,,,,,,,1,,,,,1,4,,,,1,,,,,,,1,1,,,1,1,,1,1,,,1,,,5,3,,,7,1,,2,4,,,6,,5,2,1,1,2,1,1,,,1,1,,,,,1,2,2,1,2,5,1,2,2,,,安全防护比不上前面两个，颜色搭配也不好看，价格偏高,1,1,2,1,2,1,4,2,2,1,,,担心背板材质质量不好，使用起来不是特别方便,1,光年款外观更好看，消费者更喜欢，日常防护比光栅款要好，功能更实用,1,1,4,2,三线,低,已婚,湖北省,宜昌市
259,286083,726476,1024659,3C数码,88904348,,,,,,,1,1,,,,,,,,,,,,,1,5,1,1,,,,,,,,1,,,,,1,4,,,,1,,,1,,,,1,1,,,,1,,,,,,1,,,1,4,,,,2,,,,,,3,,5,2,1,2,2,1,1,,1,1,,,,,,1,2,1,1,1,5,2,2,2,,,因为觉得这个价格很值，保护壳有保护的作用就比较放心啊，所以会考虑买的，哈哈哈,1,2,2,2,1,1,4,2,2,2,,,因为这个设计感十足，愿意花钱买的，支持一下，科技感 设计感。哈哈哈哈,2,这款比较洋气设计啊，一眼跟普通的保护壳不一样，比较少见。所以觉得是比较价值的,1,1,3,2,三线,偏高,"准备结婚期,已育,已有车",浙江省,台州市
260,286083,726476,1024659,3C数码,88904360,,,1,,,1,,1,,,1,,1,,,,,,,,1,4,1,1,,,,,,,,1,,,,,1,4,,,,1,,,,,,,1,1,,,,1,,,,,,1,,,2,4,,,,1,,,,,,3,,5,1,1,1,1,1,,,1,1,1,,,,,1,1,1,2,1,3,1,2,2,,,升级功能较好，性价比会变低,1,1,1,1,1,1,3,1,2,2,,,外观好，价格贵，性价比低,2,性价比更高,2,1,4,2,二线,中等,"已婚,已育,已有房,已有车",湖南省,长沙市
261,286083,726476,1024659,3C数码,88904376,1,1,,1,,1,,1,,,,,1,1,,,,,,,1,5,1,1,,,,,,,,1,,,,,1,4,,,1,1,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,3,10,7,9,1,11,4,5,6,2,12,8,,6,2,1,1,2,1,1,1,1,1,1,1,,,,1,2,1,2,2,6,2,2,2,,,这三项升级点，我觉得能够更好的改善日常使用的体验，可以更好的保护设备新的外观配色，也能满足审美需求，这些细节优化，我觉得都让我的使用感受更好,1,2,1,2,2,2,6,2,2,2,,,外观质感防指纹，这些都很特别，也很耐看，而且防护功能更好，我觉得都挺不错,3,两款都挺不错的，都可以满足我的日常需求，就是光栅背板会在防护功能，视觉触觉方面做得更好,2,1,4,2,三线,低,未知,浙江省,温州市
262,286083,726476,1024659,3C数码,88904380,1,,,1,1,1,1,1,,1,1,,1,,1,,1,1,1,,1,5,1,1,,,,,,,,1,,,,,1,4,,,1,1,1,1,1,,,,1,1,1,,1,1,1,,,,1,,,,1,2,3,,6,4,5,,,,7,,,4,1,1,1,1,1,1,,,,1,,,,,1,1,1,1,1,5,1,1,1,,,手感比较好，颜值比较高，支撑度比较好,1,1,1,1,1,1,6,1,1,2,,,性价比更高,1,颜值比较高，手感上可能更适合我,1,1,3,2,二线,低,未知,山东省,烟台市
263,286083,726476,1024659,3C数码,88904405,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,5,1,1,,,,,,,,1,,,,,1,4,,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,7,6,8,2,9,5,4,11,10,12,3,1,,5,1,1,1,1,1,,1,,1,,1,,,,1,1,1,1,1,5,1,1,1,,,设计好看，颜色搭配的好，使用方便,1,1,1,1,1,1,4,1,1,1,,,设计很独特,1,材质放心。外观好看,1,1,4,3,六线,偏低,未知,广东省,梅州市
264,286083,726476,1024659,3C数码,88904420,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,5,1,1,,,,,,,,1,,,,,1,4,1,1,1,,,,,,,,1,1,1,,,,,1,1,1,1,,,,3,4,6,,,,,5,7,2,1,,,5,1,1,1,1,1,,,1,,1,,,,,1,1,1,2,1,6,1,1,1,,,我愿意多付钱，这三个刚好是我需要的,1,1,1,1,1,1,6,1,1,2,,,价格有点贵的，性价比不高,3,主要是功能的问题，外表没有关系,2,1,4,3,二线,偏高,"已婚,育婴期,已有房",福建省,泉州市
265,286083,726476,1024659,3C数码,88904432,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,5,1,1,,,,,,,,1,,,,,1,4,1,,1,,1,1,1,,,,,1,,,1,,,1,,,,,,,,2,,,1,,,3,,,,,,5,2,1,2,2,,1,,,1,1,1,,,,1,2,2,2,2,3,2,2,2,,,看情况,1,2,2,1,2,1,2,2,1,2,,,看情况,1,喜欢,2,1,3,2,三线,偏低,恋爱期,广东省,惠州市
266,286083,726476,1024659,3C数码,88904441,1,1,1,1,1,1,1,1,,1,,,1,,1,1,,1,1,,1,6,1,1,,,,,,,,1,,,,,1,4,,1,1,,1,,1,,,,1,1,,1,,,,1,,,1,1,,,5,1,,6,,,,4,,,2,3,,6,2,1,2,1,1,1,1,,,1,,,,,1,1,1,1,1,5,1,2,2,,,有更多的选择性价比高,1,1,1,1,1,1,6,2,2,2,,,不怎么样好看的设计,1,性价比高的选择,2,1,4,3,三线,偏低,"准备结婚期,已有车",山西省,太原市
267,286083,726476,1024659,3C数码,88904461,,1,,,,,,1,,,,,1,1,,,,,,,1,5,1,1,,,,,,,,1,,,,,1,4,,,1,,,1,,,,,1,1,,,,,,,,,,,,,2,1,,,,,,,,,,,,5,1,1,1,1,,1,,1,,,,,,,1,1,1,1,1,6,1,1,2,,,优化,1,1,1,1,1,1,4,2,3,,,,还行,1,方便,1,1,4,3,三线,偏低,未知,江苏省,盐城市
268,286083,726476,1024659,3C数码,88904477,1,1,1,1,1,,,1,,1,1,,1,1,1,1,1,1,,,1,2,1,1,,,,,,,,1,,,,,1,4,,,,1,,,,,,,1,,,1,1,,1,,,,,,,,3,,,1,2,,4,,,,,,,2,1,1,2,2,,1,,,1,1,,,,,1,2,2,3,2,3,2,2,4,,,不带镜头保护容易沾灰，笔槽可有可无，配色简洁，外观尚可，日常使用方便，带磁吸充电和固定方便,1,2,2,2,2,2,3,2,2,4,,,仅防指纹一个功能，价格高出太多无法接受,2,防指纹,2,1,4,2,一线,偏低,"已婚,育婴期,已育,已有房,已有车",广东省,深圳市
269,286083,726476,1024659,3C数码,88904481,,1,1,1,,1,,1,,1,1,,,1,1,1,1,1,,1,1,5,1,1,,,,,,,,1,,,,,1,5,,1,,1,1,1,,,,,1,1,1,1,1,1,,1,,1,1,1,,,1,2,3,9,8,5,,10,,7,4,6,,5,2,1,2,1,1,1,,1,,,,,,,1,2,1,1,1,4,2,3,,,,主要是图片展示的颜色我不是那么喜欢，看起来不是很好看，而且我觉得升级点其实应该是必须的吧，还要额外多收钱吗？就那不如直接只出升级版呢,1,2,3,2,2,2,2,2,3,,,,就一点点小的变化就要多花很多钱也是没有必要吧，感觉没有那么吸引我吧，可以选择其他的,3,其实都出也可以吧，但就别搞光栅版再涨价，感觉不划算没有必要，没有那么突出，如果只有一个那就光栅版吧,2,1,3,2,三线,偏低,未知,山东省,东营市
270,286083,726476,1024659,3C数码,88904516,,1,1,,,,1,,,,,,1,1,1,,1,,,1,2,2,2,1,,,,,,,1,,,,,1,,4,1,,1,,,1,,,,,1,1,,1,,1,,,1,,1,,,,1,4,,3,,2,,,6,,5,,,3,2,1,2,2,1,1,1,,1,,,,,,1,2,2,2,1,3,2,2,2,,,配色蓝调符合和人审美，外观设计简洁，防护升级，材质很好的话，会考虑购入,1,2,1,2,2,2,4,2,2,2,,,除了配色功能质感比较美观耐用外，个人也比较偏好光栅效果，若出联名款限定图案也许更特别一些。,2,除颜色功能外观设计外，光栅款更吸引人，使用更便捷，同时视觉效果有种未来科技感。,2,1,4,2,二线,低,已婚,辽宁省,沈阳市
271,286083,726476,1024659,3C数码,88904519,1,1,1,1,,1,1,1,1,1,1,,1,1,1,,1,1,,,1,5,1,1,,,,,,,,1,,,,,1,4,1,1,,,1,,,,,,1,1,1,,,1,,,,,,1,,,1,3,4,,,2,,,,,,5,,4,2,1,2,2,1,1,1,,,,,,,,1,2,2,2,3,3,2,2,2,,,因为这三个点它都是比较常见的，而且它在便利性上并不是特别的有优点,1,2,3,2,2,3,2,2,3,,,,因为它好看是一个点，其次主要是它的使用功能，如果能有个好的体验才是最重要的,1,因为升级光面板的，首先它是比较简约大方的款式，其次它的功能有升级就可以了,2,2,3,3,六线,低,未知,江西省,抚州市
272,286083,726476,1024659,3C数码,88904523,1,1,1,1,,,1,1,1,,1,,,1,1,1,1,,,,1,4,1,1,,,,,,,,1,,,,,1,4,,,1,,,,,,,,1,1,,1,1,,,,1,,,1,,,1,3,,4,6,,,,5,,,2,,4,2,1,1,1,1,1,,,,1,1,,,,1,1,1,1,1,4,1,2,3,,,感觉就没有性价比了,1,1,1,1,1,1,3,1,2,3,,,感觉性价比不太高了,3,重要的保护功能差不多,2,1,4,4,二线,低,未知,江苏省,无锡市
273,286083,726476,1024659,3C数码,88904528,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,5,1,1,,,,,,,,1,,,,,1,4,,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,4,10,2,12,7,8,3,9,11,6,,5,1,1,2,1,1,1,1,1,1,1,1,,,,1,2,1,1,1,3,1,2,2,,,比较方便和辩解的感觉就是这个意思，然后比较方便就是说这个磁铁的就是说这个,1,2,2,1,2,1,4,1,1,2,,,比较喜欢这个款式就是说这个价格比较方便和快捷就是说,1,价格比较划算功能比较齐全就是说这个防护，比较适合我的方便,2,1,3,2,二线,中等,准备结婚期,浙江省,杭州市
274,286083,726476,1024659,3C数码,88904569,1,1,,,1,,,1,1,,,,,,,,,,,,1,5,1,1,,,,,,,,1,,,,,1,4,,,1,,1,,1,,,,1,1,,1,,1,,,1,1,1,,,,7,4,,5,,3,,,1,2,6,,,5,1,1,2,2,1,,1,1,1,1,1,,,,1,2,2,1,2,4,2,1,1,,,升级后的防护设计能更好地保护设备，笔槽也让收纳和使用更便利，整体质感和颜值也更高，能带来更省心、更愉悦的使用感受，所以愿意为这些实用的升级买单。,1,1,2,2,2,1,4,1,1,1,,,光栅背板外观特别，防指纹且质感好，值得加钱。,3,"
两款的核心防护和使用功能都能满足我的需求，背板设计的差异对我影响不大，所以没有明显偏好。",1,1,3,3,六线,偏低,"已婚,已有车",安徽省,宿州市
275,286083,726476,1024659,3C数码,88904570,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,4,1,1,,,,,,,,1,,,,,1,4,,,,1,,,,,,,1,1,,,,1,,1,,,1,1,,,6,4,,,,2,,5,,,3,1,,4,2,1,1,1,1,1,1,1,1,1,,,,,1,2,3,2,3,4,2,2,3,,,我觉得多了功能愿意多付费，但是太多了就不愿意了，毕竟就是一个保护套，太胡里花哨也没必要,1,2,3,3,2,3,3,3,,,3,2,我觉得同等价位我可以买到这个功能的，要讲究性价比,1,各项指标符合我的需求,2,1,3,2,二线,低,未知,浙江省,杭州市
276,286083,726476,1024659,3C数码,88904573,1,1,1,,,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,3,1,1,,,,,,,,1,,,,,1,4,,,1,,1,,,,,,1,1,,1,1,,,,1,,1,,,,1,2,,4,6,,,,3,,5,,,5,2,1,2,2,1,,,,,,,,,,1,2,1,2,2,4,2,2,2,,,感觉有点没必要，我更需要真正有用的功能来保护,1,2,2,2,1,1,3,2,2,2,,,我愿意多付钱，但是是一定的范围，不能太多，太多我会觉得在圈钱,2,看上去更特别，手感更好，更高级,1,1,3,4,二线,偏高,未知,湖南省,长沙市
277,286083,726476,1024659,3C数码,88904582,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,1,5,2,1,,,,,,1,,,,,,1,,4,,1,,,,,,,,,1,1,,,,1,,1,,,1,,,,2,3,,,,1,,5,,,4,,,6,2,1,2,2,1,1,1,1,,,,,,,1,2,2,2,2,6,2,2,2,,,增加的这些功能用起来更方便，更舒适，更耐用，物超所值,1,3,3,3,2,3,3,4,,,4,4,光栅背板的功能对我来说无所谓,2,光栅背板不容易脏，手感好,2,1,5,2,一线,偏高,"已婚,已育,装修期,已有车",上海,上海市
278,286083,726476,1024659,3C数码,88904594,,,,1,,,,1,1,,,,,,,,,,,1,1,5,1,1,,,,,,,,1,,,,,1,5,,1,,1,1,,1,,,,1,1,1,1,,1,,,,,1,1,,,3,6,5,1,,4,,,,,7,2,,5,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,6,1,1,1,,,   这个平板外观也好看。而且他的设计比较好，不会让平板掉地下摔坏。所以我愿意去选他。,1,1,1,1,1,1,6,1,1,1,,,我愿意买这个，因为它比较方便，而且有防滑的功效。我感觉他是比较适合我们的。所以我就会很喜欢这个。,1,这款产品它主要是怕平板掉下来摔坏他多方面的去保护了他这个。整体上就是我喜欢的样子。又美观又实用。,1,1,3,6,二线,偏低,未知,吉林省,长春市
279,286083,726476,1024659,3C数码,88904608,,1,,,,,1,1,,1,1,,1,1,1,,,,,,1,5,1,1,,,,,,,,1,,,,,1,4,,,,,,1,,,,,1,1,,1,,,,1,1,,1,1,,,1,3,,6,,,,7,4,,5,2,,5,2,1,2,2,1,1,,,1,,,,,,1,2,2,2,2,4,2,2,2,,,笔槽比较便利方便，四角气囊防摔，配色简洁大方，防护性能高,1,2,2,2,1,2,5,2,2,2,,,背部质感舒适度高，可以防指纹这点比较特别有吸引力，外观简洁大方，值得购买,2,在都有四角防护侧取笔槽的情况下，磨砂背更有质感，更不容易沾上指纹这点更有吸引力,1,1,4,3,三线,偏低,未知,广东省,汕头市
280,286083,726476,1024659,3C数码,88904646,,,1,1,1,1,1,1,1,,1,,1,1,1,,,,1,,1,7,1,1,,,,,,,,1,,,,,1,4,,,,,,1,,,,,1,1,1,,,1,,1,,,1,,,,1,5,2,,,3,,6,,,4,,,7,1,1,2,4,,,1,,,,,,,,1,1,1,2,2,3,1,1,1,,,因为配色好看，比较符合我的审美,1,2,3,1,1,3,1,2,3,,,,不愿意，因为我觉得没区别并且光面手感更好,1,手感比较好，使用起来很方便，,1,1,3,2,三线,低,未知,江西省,南昌市
281,286083,726476,1024659,3C数码,88904651,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,5,1,1,,,,,,,,1,,,,,1,4,1,1,,,1,,,,,,1,1,,,,,,,1,,,,,,1,2,,,,,,,3,,,,,5,1,1,1,1,1,1,,,,1,,,,,1,2,2,1,1,5,2,2,4,,,没有特别打动人的地方,1,2,2,1,1,2,6,2,2,2,,,还行吧我比较喜欢这个,2,我更加喜欢这个。,1,1,4,3,四线,偏低,"单身,育婴期,已有车",四川省,德阳市
282,286083,726476,1024659,3C数码,88904662,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,5,1,1,,,,,,,,1,,,,,1,4,,,1,,,1,1,,,,1,1,1,1,1,1,1,1,,,1,1,,,5,3,8,4,7,2,9,6,,,1,10,,5,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,4,1,1,1,,,设计好看，功能性丰富，感觉很值，使用会更方便。,1,1,2,1,1,1,3,1,1,2,,,不沾指纹，质感更好。,2,不沾指纹,1,1,3,2,一线,低,未知,广东省,深圳市
